student_id,student_name,grade,section,region,enrollment_date,parent_contact,email,attendance_percentage
1266,Aadhya Verma,Grade 9,A,West Delhi,2025-06-13,9361259074,student1266@dumroo.edu,88
1267,Kavya Jain,Grade 9,A,Central Delhi,2025-06-27,9524951250,student1267@dumroo.edu,84
1268,Anaya Singh,Grade 9,A,East Delhi,2025-05-12,9182011731,student1268@dumroo.edu,91
1269,Vihaan Mittal,Grade 9,A,Central Delhi,2025-04-29,9933468715,student1269@dumroo.edu,86
1270,Aadhya Gupta,Grade 9,A,South Delhi,2025-06-15,9257243284,student1270@dumroo.edu,83
1271,Ayaan Gupta,Grade 9,A,Central Delhi,2025-05-20,9916274954,student1271@dumroo.edu,95
1272,Aditya Gupta,Grade 9,A,West Delhi,2024-12-12,9910080036,student1272@dumroo.edu,93
1273,Kavya Bansal,Grade 9,A,Central Delhi,2024-09-11,9782146375,student1273@dumroo.edu,94
1274,Anaya Agarwal,Grade 9,A,South Delhi,2024-12-24,9173321814,student1274@dumroo.edu,90
1275,Shaurya Kumar,Grade 9,B,Central Delhi,2025-07-09,9477895080,student1275@dumroo.edu,91
1276,Aditya Kumar,Grade 9,B,West Delhi,2024-12-18,9140380477,student1276@dumroo.edu,76
1277,Aadhya Kumar,Grade 9,B,North Delhi,2024-09-10,9196955134,student1277@dumroo.edu,94
1278,Khushi Mittal,Grade 9,B,West Delhi,2024-12-13,9723123952,student1278@dumroo.edu,92
1279,Vivaan Bansal,Grade 9,B,Central Delhi,2024-09-07,9302120588,student1279@dumroo.edu,85
1280,Khushi Bansal,Grade 9,B,Central Delhi,2025-05-21,9166436383,student1280@dumroo.edu,89
1281,Vihaan Agarwal,Grade 9,B,North Delhi,2024-11-21,9793773681,student1281@dumroo.edu,80
1282,Vivaan Singh,Grade 9,B,West Delhi,2024-12-25,9662714327,student1282@dumroo.edu,91
1283,Khushi Gupta,Grade 9,B,East Delhi,2025-01-28,9403754671,student1283@dumroo.edu,87
1284,Pihu Agarwal,Grade 9,B,Central Delhi,2025-07-11,9947425963,student1284@dumroo.edu,95
1285,Anaya Verma,Grade 9,B,East Delhi,2025-06-19,9699108439,student1285@dumroo.edu,96
1286,Diya Kumar,Grade 9,B,East Delhi,2024-10-02,9261462131,student1286@dumroo.edu,85
1287,Aditya Saxena,Grade 9,B,South Delhi,2025-02-08,9433108786,student1287@dumroo.edu,95
1288,Diya Gupta,Grade 9,B,Central Delhi,2025-06-24,9432411019,student1288@dumroo.edu,92
1289,Diya Agarwal,Grade 9,B,South Delhi,2024-11-10,9200344359,student1289@dumroo.edu,95
1290,Pihu Mittal,Grade 9,B,East Delhi,2025-07-28,9489336282,student1290@dumroo.edu,84
1291,Reyansh Singh,Grade 9,B,East Delhi,2024-12-01,9306164050,student1291@dumroo.edu,82
1292,Arjun Gupta,Grade 9,B,North Delhi,2025-03-08,9946237594,student1292@dumroo.edu,78
1293,Riya Mittal,Grade 9,B,Central Delhi,2025-07-18,9810741110,student1293@dumroo.edu,85
1294,Khushi Gupta,Grade 9,B,Central Delhi,2025-01-26,9265627642,student1294@dumroo.edu,80
1295,Reyansh Saxena,Grade 9,B,South Delhi,2024-12-25,9146914391,student1295@dumroo.edu,88
1296,Aadhya Singh,Grade 9,B,West Delhi,2024-09-28,9405939035,student1296@dumroo.edu,98
1297,Prisha Singh,Grade 9,B,Central Delhi,2025-04-06,9432288618,student1297@dumroo.edu,90
1298,Ayaan Agarwal,Grade 9,B,Central Delhi,2024-12-24,9595725097,student1298@dumroo.edu,84
1299,Diya Mittal,Grade 9,B,Central Delhi,2025-01-04,9274008639,student1299@dumroo.edu,81
1300,Khushi Gupta,Grade 9,B,East Delhi,2025-07-11,9788460744,student1300@dumroo.edu,90
1301,Aadhya Mittal,Grade 9,B,North Delhi,2024-11-15,9233871736,student1301@dumroo.edu,84
1302,Aditya Gupta,Grade 9,B,East Delhi,2024-12-19,9651208305,student1302@dumroo.edu,79
1303,Aditya Singh,Grade 9,C,West Delhi,2025-02-09,9128636900,student1303@dumroo.edu,88
1304,Vivaan Jain,Grade 9,C,Central Delhi,2025-01-27,9353164777,student1304@dumroo.edu,87
1305,Aditya Agarwal,Grade 9,C,South Delhi,2025-07-23,9442185272,student1305@dumroo.edu,78
1306,Anaya Gupta,Grade 9,C,South Delhi,2025-07-18,9408034406,student1306@dumroo.edu,90
1307,Arjun Bansal,Grade 9,C,West Delhi,2024-09-25,9105638424,student1307@dumroo.edu,77
1308,Aarav Kumar,Grade 9,C,South Delhi,2025-05-22,9689274064,student1308@dumroo.edu,98
1309,Khushi Mittal,Grade 9,C,West Delhi,2025-06-11,9933409017,student1309@dumroo.edu,84
1310,Krishna Kumar,Grade 9,C,North Delhi,2025-07-13,9356022467,student1310@dumroo.edu,88
1311,Khushi Bansal,Grade 9,C,North Delhi,2025-06-11,9998386592,student1311@dumroo.edu,90
1312,Khushi Mittal,Grade 9,C,North Delhi,2024-09-17,9653380476,student1312@dumroo.edu,93
1313,Krishna Gupta,Grade 9,C,East Delhi,2024-12-30,9101679695,student1313@dumroo.edu,94
1314,Aadhya Singh,Grade 9,C,Central Delhi,2025-01-05,9301126777,student1314@dumroo.edu,96
1315,Aditya Mittal,Grade 9,C,East Delhi,2025-07-03,9664852025,student1315@dumroo.edu,92
1316,Riya Mittal,Grade 9,C,Central Delhi,2025-07-27,9519246503,student1316@dumroo.edu,90
1317,Vivaan Jain,Grade 9,C,East Delhi,2025-03-30,9902425085,student1317@dumroo.edu,75
1318,Aadhya Verma,Grade 9,C,East Delhi,2025-04-05,9886989426,student1318@dumroo.edu,96
1319,Vihaan Saxena,Grade 9,C,East Delhi,2025-05-30,9147605080,student1319@dumroo.edu,86
1320,Anvi Agarwal,Grade 9,C,South Delhi,2024-12-12,9846668526,student1320@dumroo.edu,90
1321,Reyansh Gupta,Grade 9,C,North Delhi,2024-12-15,9139711044,student1321@dumroo.edu,84
1322,Ayaan Sharma,Grade 9,C,South Delhi,2025-07-16,9438868427,student1322@dumroo.edu,84
1323,Riya Jain,Grade 9,C,Central Delhi,2024-12-07,9371993587,student1323@dumroo.edu,76
1324,Ayaan Kumar,Grade 9,C,East Delhi,2025-07-13,9804086195,student1324@dumroo.edu,85
1325,Ishaan Verma,Grade 9,C,East Delhi,2024-12-26,9529520110,student1325@dumroo.edu,98
1326,Prisha Jain,Grade 9,C,East Delhi,2025-05-03,9632794158,student1326@dumroo.edu,97
1327,Inaya Agarwal,Grade 9,C,Central Delhi,2025-03-23,9960226208,student1327@dumroo.edu,77
1328,Pihu Verma,Grade 9,C,West Delhi,2024-10-02,9982982227,student1328@dumroo.edu,80
1329,Anvi Kumar,Grade 9,C,East Delhi,2025-06-15,9185973340,student1329@dumroo.edu,85
1330,Shaurya Kumar,Grade 9,C,West Delhi,2024-10-02,9870584681,student1330@dumroo.edu,88
1331,Prisha Agarwal,Grade 10,A,West Delhi,2025-07-16,9880411013,student1331@dumroo.edu,86
1332,Khushi Jain,Grade 10,A,East Delhi,2024-09-13,9949842840,student1332@dumroo.edu,76
1333,Aditya Jain,Grade 10,A,East Delhi,2024-11-17,9960170255,student1333@dumroo.edu,98
1334,Reyansh Sharma,Grade 10,A,South Delhi,2024-09-29,9828092377,student1334@dumroo.edu,89
1335,Vivaan Gupta,Grade 10,A,North Delhi,2025-04-08,9935924516,student1335@dumroo.edu,95
1336,Aadhya Agarwal,Grade 10,A,West Delhi,2024-10-20,9134773472,student1336@dumroo.edu,94
1337,Arjun Bansal,Grade 10,A,East Delhi,2025-01-28,9576676179,student1337@dumroo.edu,77
1338,Kavya Gupta,Grade 10,A,Central Delhi,2025-01-31,9527385805,student1338@dumroo.edu,85
1339,Ishaan Singh,Grade 10,A,North Delhi,2025-07-24,9889924866,student1339@dumroo.edu,80
1340,Inaya Mittal,Grade 10,A,West Delhi,2024-10-23,9226444910,student1340@dumroo.edu,83
1341,Ishaan Bansal,Grade 10,A,South Delhi,2024-09-27,9406635834,student1341@dumroo.edu,97
1342,Inaya Singh,Grade 10,A,North Delhi,2025-05-29,9179512774,student1342@dumroo.edu,89
1343,Reyansh Bansal,Grade 10,A,North Delhi,2025-02-24,9817087513,student1343@dumroo.edu,86
1344,Aditya Mittal,Grade 10,A,Central Delhi,2025-03-11,9422076028,student1344@dumroo.edu,80
1345,Reyansh Agarwal,Grade 10,A,Central Delhi,2025-04-14,9230311939,student1345@dumroo.edu,81
1346,Arjun Singh,Grade 10,A,West Delhi,2025-07-24,9487509692,student1346@dumroo.edu,92
1347,Kavya Agarwal,Grade 10,A,West Delhi,2024-10-28,9239340792,student1347@dumroo.edu,94
1348,Aditya Verma,Grade 10,A,East Delhi,2025-01-15,9869801588,student1348@dumroo.edu,98
1349,Inaya Mittal,Grade 10,A,West Delhi,2025-01-09,9984053945,student1349@dumroo.edu,93
1350,Aditya Gupta,Grade 10,A,East Delhi,2024-09-12,9179634081,student1350@dumroo.edu,89
1351,Prisha Mittal,Grade 10,A,East Delhi,2025-06-02,9990189659,student1351@dumroo.edu,92
1352,Kavya Gupta,Grade 10,A,South Delhi,2024-12-28,9639945876,student1352@dumroo.edu,76
1353,Vihaan Mittal,Grade 10,A,South Delhi,2025-03-04,9276799196,student1353@dumroo.edu,80
1354,Anaya Singh,Grade 10,A,East Delhi,2024-11-14,9404994549,student1354@dumroo.edu,77
1355,Ishaan Singh,Grade 10,A,Central Delhi,2025-03-19,9234400576,student1355@dumroo.edu,95
1356,Shaurya Saxena,Grade 10,A,Central Delhi,2025-06-20,9639633807,student1356@dumroo.edu,95
1357,Kavya Saxena,Grade 10,B,South Delhi,2025-05-11,9807309035,student1357@dumroo.edu,94
1358,Khushi Agarwal,Grade 10,B,Central Delhi,2025-07-16,9986090690,student1358@dumroo.edu,75
1359,Aditya Sharma,Grade 10,B,Central Delhi,2025-03-24,9799145494,student1359@dumroo.edu,81
1360,Kavya Jain,Grade 10,B,Central Delhi,2024-09-13,9132519237,student1360@dumroo.edu,90
1361,Anvi Kumar,Grade 10,B,East Delhi,2024-12-02,9362935648,student1361@dumroo.edu,96
1362,Diya Kumar,Grade 10,B,West Delhi,2025-06-30,9839393192,student1362@dumroo.edu,76
1363,Reyansh Bansal,Grade 10,B,West Delhi,2024-12-02,9598690974,student1363@dumroo.edu,81
1364,Anaya Saxena,Grade 10,B,South Delhi,2025-02-27,9871336275,student1364@dumroo.edu,85
1365,Aadhya Jain,Grade 10,B,South Delhi,2025-01-29,9652955706,student1365@dumroo.edu,92
1366,Vihaan Agarwal,Grade 10,B,South Delhi,2024-12-11,9231556899,student1366@dumroo.edu,83
1367,Prisha Singh,Grade 10,B,South Delhi,2025-06-18,9154337019,student1367@dumroo.edu,84
1368,Diya Saxena,Grade 10,B,West Delhi,2025-04-01,9271476207,student1368@dumroo.edu,85
1369,Kavya Agarwal,Grade 10,B,South Delhi,2025-05-17,9635008544,student1369@dumroo.edu,91
1370,Prisha Bansal,Grade 10,B,East Delhi,2024-11-25,9124885365,student1370@dumroo.edu,77
1371,Diya Mittal,Grade 10,B,West Delhi,2025-04-05,9331009561,student1371@dumroo.edu,93
1372,Aadhya Sharma,Grade 10,B,North Delhi,2025-03-15,9631388604,student1372@dumroo.edu,94
1373,Inaya Kumar,Grade 10,B,Central Delhi,2025-08-02,9215424112,student1373@dumroo.edu,88
1374,Arjun Kumar,Grade 10,B,East Delhi,2025-01-12,9492922240,student1374@dumroo.edu,76
1375,Diya Sharma,Grade 10,B,Central Delhi,2024-10-23,9309009538,student1375@dumroo.edu,86
1376,Anvi Kumar,Grade 10,B,North Delhi,2025-01-21,9641440255,student1376@dumroo.edu,89
1377,Anvi Kumar,Grade 10,B,Central Delhi,2024-09-28,9227572362,student1377@dumroo.edu,79
1378,Vihaan Jain,Grade 10,B,East Delhi,2025-02-14,9698967370,student1378@dumroo.edu,86
1379,Arjun Singh,Grade 10,B,Central Delhi,2024-11-19,9530986098,student1379@dumroo.edu,91
1380,Vivaan Sharma,Grade 10,B,North Delhi,2025-05-28,9866213410,student1380@dumroo.edu,85
1381,Inaya Mittal,Grade 10,B,West Delhi,2025-05-22,9750967273,student1381@dumroo.edu,91
1382,Arjun Agarwal,Grade 10,B,Central Delhi,2025-02-24,9274485243,student1382@dumroo.edu,87
1383,Shaurya Saxena,Grade 10,C,East Delhi,2024-11-20,9989368954,student1383@dumroo.edu,91
1384,Anvi Bansal,Grade 10,C,Central Delhi,2025-03-06,9609912042,student1384@dumroo.edu,75
1385,Aadhya Agarwal,Grade 10,C,North Delhi,2025-01-05,9726745401,student1385@dumroo.edu,84
1386,Aarav Saxena,Grade 10,C,West Delhi,2025-03-24,9803935444,student1386@dumroo.edu,93
1387,Kavya Singh,Grade 10,C,North Delhi,2024-10-12,9615877957,student1387@dumroo.edu,80
1388,Riya Saxena,Grade 10,C,West Delhi,2025-05-23,9982252092,student1388@dumroo.edu,96
1389,Krishna Sharma,Grade 10,C,Central Delhi,2025-06-11,9304853117,student1389@dumroo.edu,75
1390,Prisha Agarwal,Grade 10,C,West Delhi,2025-05-21,9543412542,student1390@dumroo.edu,97
1391,Ayaan Jain,Grade 10,C,Central Delhi,2024-09-27,9606382505,student1391@dumroo.edu,98
1392,Vivaan Gupta,Grade 10,C,Central Delhi,2025-04-22,9702247585,student1392@dumroo.edu,85
1393,Inaya Mittal,Grade 10,C,West Delhi,2025-02-27,9285953213,student1393@dumroo.edu,89
1394,Anvi Agarwal,Grade 10,C,Central Delhi,2025-02-06,9825708356,student1394@dumroo.edu,98
1395,Ishaan Saxena,Grade 10,C,West Delhi,2025-04-30,9364697908,student1395@dumroo.edu,83
1396,Anvi Kumar,Grade 10,C,South Delhi,2025-03-07,9928042067,student1396@dumroo.edu,84
1397,Ayaan Bansal,Grade 10,C,East Delhi,2024-12-04,9474524558,student1397@dumroo.edu,92
1398,Ishaan Kumar,Grade 10,C,North Delhi,2024-10-17,9826517607,student1398@dumroo.edu,92
1399,Diya Jain,Grade 10,C,East Delhi,2025-05-24,9411871167,student1399@dumroo.edu,76
1400,Shaurya Verma,Grade 10,C,East Delhi,2024-12-23,9804344630,student1400@dumroo.edu,83
1401,Inaya Singh,Grade 10,C,South Delhi,2024-11-04,9391126537,student1401@dumroo.edu,92
1402,Ishaan Gupta,Grade 10,C,North Delhi,2024-09-25,9895525625,student1402@dumroo.edu,93
1403,Krishna Singh,Grade 10,C,North Delhi,2024-11-08,9342313086,student1403@dumroo.edu,95
1404,Krishna Sharma,Grade 10,C,North Delhi,2025-01-07,9454650074,student1404@dumroo.edu,97
1405,Inaya Verma,Grade 10,C,South Delhi,2025-08-04,9690936560,student1405@dumroo.edu,80
1406,Pihu Bansal,Grade 10,C,West Delhi,2024-09-07,9314164216,student1406@dumroo.edu,84
1407,Anaya Kumar,Grade 10,C,North Delhi,2025-06-22,9800400428,student1407@dumroo.edu,93
1408,Krishna Mittal,Grade 10,C,North Delhi,2025-05-09,9548700579,student1408@dumroo.edu,80
1409,Vivaan Jain,Grade 10,C,West Delhi,2025-05-03,9904236062,student1409@dumroo.edu,84
1410,Vivaan Sharma,Grade 10,C,East Delhi,2024-10-20,9747233283,student1410@dumroo.edu,78
1411,Anaya Kumar,Grade 10,C,West Delhi,2024-09-12,9683364453,student1411@dumroo.edu,91
